Result Number,Widget,Data Source,Result Row,url,name,preparation,Glass
9987,Bartendr - drinks,Bartendr - drinks,9987,http://www.drinksmixer.com/drink8547.html,Aruba Rum Punch,Pour all ingredients over ice in a hurricane glass and stir well. Garnish with a maraschino cherry and a slice of orange and serve.,http://www.drinksmixer.com/glasses/9/
9988,Bartendr - drinks,Bartendr - drinks,9988,http://www.drinksmixer.com/drink3795.html,Gin Smash,Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir add the orange slice and the cherry and serve.,http://www.drinksmixer.com/glasses/12/
9989,Bartendr - drinks,Bartendr - drinks,9989,http://www.drinksmixer.com/drink7473.html,Whiskey Peach Smash,Muddle all ingredients except whiskey in a bar glass. Add whiskey and shake with ice. Strain into an ice-filled old-fashioned glass garnish with a sprig of mint and a peach slice and serve.,http://www.drinksmixer.com/glasses/12/
9990,Bartendr - drinks,Bartendr - drinks,9990,http://www.drinksmixer.com/drink1590.html,Brandy Smash,In an old-fashioned glass muddle the mint sprigs lightly with the sugar and club soda. Fill the glass with ice cubes. Add the brandy. Stir well and garnish with the orange slice and the cherry.,http://www.drinksmixer.com/glasses/12/
9991,Bartendr - drinks,Bartendr - drinks,9991,http://www.drinksmixer.com/drink10979.html,Caribbean Barefooted,Stir ingredients together in a parfait glass filled with crushed ice and serve.,http://www.drinksmixer.com/glasses/13/
9992,Bartendr - drinks,Bartendr - drinks,9992,http://www.drinksmixer.com/drink10282.html,Kato,Pour the tea into a hurricane glass over ice. Add the Malibu mango rum stir and serve.,http://www.drinksmixer.com/glasses/9/
9993,Bartendr - drinks,Bartendr - drinks,9993,http://www.drinksmixer.com/drink12066.html,Monkey Bite,Add the Malibu to a 3-oz shot glass with the Red Bull and shoot.,http://www.drinksmixer.com/glasses/18/
9994,Bartendr - drinks,Bartendr - drinks,9994,http://www.drinksmixer.com/drinkvw15582.html,Mali-boo,Pour malibu over ice add one half can of peach fresca.,http://www.drinksmixer.com/glasses/8/
9995,Bartendr - drinks,Bartendr - drinks,9995,http://www.drinksmixer.com/drink2614.html,Utar,Mix in glass and serve.,http://www.drinksmixer.com/glasses/6/
9996,Bartendr - drinks,Bartendr - drinks,9996,http://www.drinksmixer.com/drinkab16774.html,Boston's Green Monster - Mc,Mix well over ice,http://www.drinksmixer.com/glasses/26/
9997,Bartendr - drinks,Bartendr - drinks,9997,http://www.drinksmixer.com/drink12087.html,Murky Water,Pour all ingredients into an ice-filled cocktail shaker. Shake and strain into a shot glass and serve.,http://www.drinksmixer.com/glasses/18/
9998,Bartendr - drinks,Bartendr - drinks,9998,http://www.drinksmixer.com/drink11556.html,Firecrotch,Stir ingredients together in a collins glass filled with ice cubes. Rim with lime and serve.,http://www.drinksmixer.com/glasses/6/
9999,Bartendr - drinks,Bartendr - drinks,9999,http://www.drinksmixer.com/drink2391.html,Thumb Press,Add the vodka 151 and Midori forming a nice green shooter. Then tilt in some grenadine to give it some red flare at the bottom -- burn it down!,http://www.drinksmixer.com/glasses/18/
10000,Bartendr - drinks,Bartendr - drinks,10000,http://www.drinksmixer.com/drink859.html,Ankle Breaker,Combine all ingredients with cracked ice in a cocktail shaker. Shake well. Strain into a chilled old-fashioned glass.,http://www.drinksmixer.com/glasses/12/
10001,Bartendr - drinks,Bartendr - drinks,10001,http://www.drinksmixer.com/drink2460.html,Torridora Cocktail,Shake light rum brandy and cream with ice and strain into a cocktail glass. Float 151 proof rum on top and serve.,http://www.drinksmixer.com/glasses/4/
10002,Bartendr - drinks,Bartendr - drinks,10002,http://www.drinksmixer.com/drink3316.html,Eat Hot Death,Find a glass big enough mix find a room with a soft floor and consume very fast. Great initiation drink.,http://www.drinksmixer.com/glasses/12/
10003,Bartendr - drinks,Bartendr - drinks,10003,http://www.drinksmixer.com/drink173.html,Naughty Angel,Stir.,http://www.drinksmixer.com/glasses/7/
10004,Bartendr - drinks,Bartendr - drinks,10004,http://www.drinksmixer.com/drink1604.html,Breath Stealer,Add chartreuse and Yukon Jack to 151.,http://www.drinksmixer.com/glasses/7/
10005,Bartendr - drinks,Bartendr - drinks,10005,http://www.drinksmixer.com/drink6635.html,Emerald Star,Shake ingredients strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
10006,Bartendr - drinks,Bartendr - drinks,10006,http://www.drinksmixer.com/drink2454.html,Topher Special,Fill bottom of glass with tang then add Vodka Stir till most of the tang is dissolved. Fill to 3/4 full with Mountain Dew. Stir again. Fill rest of way.,http://www.drinksmixer.com/glasses/13/
10007,Bartendr - drinks,Bartendr - drinks,10007,http://www.drinksmixer.com/drink8691.html,Booger's Booze,Pour both ingredients over ice cubes in a collins glass. Stir well and serve.,http://www.drinksmixer.com/glasses/6/
10008,Bartendr - drinks,Bartendr - drinks,10008,http://www.drinksmixer.com/drink3167.html,Dew-Driver,Fill glass w/ice add vodka and mountain dew to taste and serve.,http://www.drinksmixer.com/glasses/8/
10009,Bartendr - drinks,Bartendr - drinks,10009,http://www.drinksmixer.com/drink6412.html,Rontini,Pour together over ice in a glass and serve.,http://www.drinksmixer.com/glasses/8/
10010,Bartendr - drinks,Bartendr - drinks,10010,http://www.drinksmixer.com/drink10999.html,Closed Coffin,Stir in a shot glass and serve.,http://www.drinksmixer.com/glasses/18/
10011,Bartendr - drinks,Bartendr - drinks,10011,http://www.drinksmixer.com/drink9191.html,French Green Dragon,Pour the cognac and green chartreuse into a cocktail shaker half-filled with ice cubes. Shake well strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
10012,Bartendr - drinks,Bartendr - drinks,10012,http://www.drinksmixer.com/drink12011.html,Midori Champagne,Stir together in a mixing glass half-filled with ice. Strain into a champagne glass and serve.,http://www.drinksmixer.com/glasses/3/
10013,Bartendr - drinks,Bartendr - drinks,10013,http://www.drinksmixer.com/drink2092.html,Snow Snake,Larger glass can be used if more cream or milk is needed to soften the impact of the drink.,http://www.drinksmixer.com/glasses/8/
10014,Bartendr - drinks,Bartendr - drinks,10014,http://www.drinksmixer.com/drink679.html,Snow Melt,Pour Vodka and Amaretto into a coffee mug then fill with prepared Nestle Hot Chocolate.Top with whipped cream or marshmellows and cherry.,http://www.drinksmixer.com/glasses/5/
10015,Bartendr - drinks,Bartendr - drinks,10015,http://www.drinksmixer.com/drink8348.html,Phoebe Snow,Pour the Dubonnet brandy and Pernod into a mixing glass half-filled with ice cubes and stir well. Strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
10016,Bartendr - drinks,Bartendr - drinks,10016,http://www.drinksmixer.com/drink11756.html,Death Dream,Mix absinthe with the aftershock then add the pernod and drink straight down stick to 1 to 2 any more in one session and your likely to wake up and not remember a thing.,http://www.drinksmixer.com/glasses/12/
10017,Bartendr - drinks,Bartendr - drinks,10017,http://www.drinksmixer.com/drink11543.html,Fairy's Kiss,Combine absinthe with cola in a glass filled with ice easily the best way to drink absinthe.,http://www.drinksmixer.com/glasses/12/
10018,Bartendr - drinks,Bartendr - drinks,10018,http://www.drinksmixer.com/drink694.html,Absinthe Cocktail,Shake well with cracked ice. Strain into cocktail glass.,http://www.drinksmixer.com/glasses/4/
10019,Bartendr - drinks,Bartendr - drinks,10019,http://www.drinksmixer.com/drink8335.html,Leo the Lion,Pour the vermouth brandy and creme de menthe into a mixing glass half-filled with ice cubes. Stir well strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
10020,Bartendr - drinks,Bartendr - drinks,10020,http://www.drinksmixer.com/drink11671.html,H-Bomb #2,Fill a highball glass filled with ice cubes half way with Red Bull then fill the other half with Hpnotiq liqueur. Serve.,http://www.drinksmixer.com/glasses/8/
10021,Bartendr - drinks,Bartendr - drinks,10021,http://www.drinksmixer.com/drink11662.html,Green Meanie,Best way to mix this is in a 16 ounce glass. Add your three ingredients 2-3 ice cubes and fill the rest up with lemonade (great for fraternity parties with the 16 oz plastic cups). If you like your drink a little stiffer replace one ounce of lemonade with 1 ounce of Bacardi rum. To make a gallon (for punch) just add 8 ounces of each ingredient (not including rum) and the rest of the gallon is Lemonade.,http://www.drinksmixer.com/glasses/9/
10022,Bartendr - drinks,Bartendr - drinks,10022,http://www.drinksmixer.com/drink11391.html,Chucktown Crunk Juice,Serve in a tall glass without ice.,http://www.drinksmixer.com/glasses/27/
10023,Bartendr - drinks,Bartendr - drinks,10023,http://www.drinksmixer.com/drink5823.html,Peppermint Patty,Keep a shot of peppermint schnapps in your mouth and squirt chocolate syrup in. Shake head vigorously and swallow.,http://www.drinksmixer.com/glasses/18/
10024,Bartendr - drinks,Bartendr - drinks,10024,http://www.drinksmixer.com/drink2868.html,Christmas Cheer,Stir it up and shoot it down. HO! HO! HO! Tastes like christmas with a pine tree twist.,http://www.drinksmixer.com/glasses/18/
10025,Bartendr - drinks,Bartendr - drinks,10025,http://www.drinksmixer.com/drink7696.html,Edward's Purple Medicine,Pour either ingredient into a shot glass first then slowly pour in the other mixing half and half. Admire the effects then consume.,http://www.drinksmixer.com/glasses/18/
10026,Bartendr - drinks,Bartendr - drinks,10026,http://www.drinksmixer.com/drink1378.html,Blue Diamond,Pour 3/4 shots of each into an old-fashioned glass and serve.,http://www.drinksmixer.com/glasses/12/
10027,Bartendr - drinks,Bartendr - drinks,10027,http://www.drinksmixer.com/drink3979.html,Green Ferrit,Fill 3/4 of a pint glass with cider. Add the blue curacao and fill the glass with cider.,http://www.drinksmixer.com/glasses/1/
10028,Bartendr - drinks,Bartendr - drinks,10028,http://www.drinksmixer.com/drink6624.html,Devon Air,Pour ingredients into an old-fashioned glass half-filled with broken ice. Garnish with a cherry and serve.,http://www.drinksmixer.com/glasses/12/
10029,Bartendr - drinks,Bartendr - drinks,10029,http://www.drinksmixer.com/drink3960.html,Green Apple Cider,Add the cider to the liqueur. Serve cold.,http://www.drinksmixer.com/glasses/27/
10030,Bartendr - drinks,Bartendr - drinks,10030,http://www.drinksmixer.com/drink1774.html,Schnider,Pour schnapps in a pint glass top up with cider and serve.,http://www.drinksmixer.com/glasses/1/
10031,Bartendr - drinks,Bartendr - drinks,10031,http://www.drinksmixer.com/drink6234.html,Ciderific,Heat in a small saucepan and strain into a heat-proof glass when hot. Add half a slice of lemon and serve.,http://www.drinksmixer.com/glasses/0/
10032,Bartendr - drinks,Bartendr - drinks,10032,http://www.drinksmixer.com/drink154.html,Baked Apple,Pour the liqueur into a glass add the cider and serve cold.,http://www.drinksmixer.com/glasses/27/
10033,Bartendr - drinks,Bartendr - drinks,10033,http://www.drinksmixer.com/drink6024.html,Purple Nasty,Pour a couple of centimetres of blackcurrant squash (undiluted) into a pint glass. Add strongbow cider until two-thirds full and fill completely with carling lager.,http://www.drinksmixer.com/glasses/1/
10034,Bartendr - drinks,Bartendr - drinks,10034,http://www.drinksmixer.com/drink687.html,Ask The Barman,Pour each ingredient slowly down the side of a shot glass in order they will settle nicely layered. Shoot.,http://www.drinksmixer.com/glasses/18/
10035,Bartendr - drinks,Bartendr - drinks,10035,http://www.drinksmixer.com/drink10751.html,Marijuana Milkshake,Stir ingredients together in a shot glass (without allowing any curdling) and shoot.,http://www.drinksmixer.com/glasses/18/
10036,Bartendr - drinks,Bartendr - drinks,10036,http://www.drinksmixer.com/drink10188.html,Green Hornet Shot,Layer the McGuinness melon liqueur and Phillips butterscotch schnapps in a shot glass. Add a splash of ginger ale and serve.,http://www.drinksmixer.com/glasses/18/
10037,Bartendr - drinks,Bartendr - drinks,10037,http://www.drinksmixer.com/drink7919.html,Red Headed Stepchild,Shake ingredients over ice in a cocktail shaker. Pour into a chilled whiskey sour glass and serve.,http://www.drinksmixer.com/glasses/19/
10038,Bartendr - drinks,Bartendr - drinks,10038,http://www.drinksmixer.com/drink2626.html,Cadalac Margarita,Combine first 3 ingredient into a shaker with ice. Shake well. Pour into a salt-rimmed margarita glass and garnish with a lime wedge.,http://www.drinksmixer.com/glasses/10/
10039,Bartendr - drinks,Bartendr - drinks,10039,http://www.drinksmixer.com/drink5942.html,Platinum Grand Margarita,Salt the rim of a margarita glass and pour in freshly squeezed lime juice. Add margarita mix tequila grand marnier cointreau triple sec irish mist and 5 ice cubes in a shaker. Shake vigorously until thoroughly mixed and cold. Pour into the margarita glass and garnish with a lime wheel and a maraschino cherry if desired.,http://www.drinksmixer.com/glasses/10/
10040,Bartendr - drinks,Bartendr - drinks,10040,http://www.drinksmixer.com/drink2344.html,Tequilini,Shake ingredients with ice strain into cocktail glass.,http://www.drinksmixer.com/glasses/4/
10041,Bartendr - drinks,Bartendr - drinks,10041,http://www.drinksmixer.com/drink2736.html,Casa Noble Margarita,Pour all ingredients over ice and stir.,http://www.drinksmixer.com/glasses/12/
10042,Bartendr - drinks,Bartendr - drinks,10042,http://www.drinksmixer.com/drink10749.html,MargaFeni,Combine all ingredients together in a cocktail shaker 1/3 filled with ice cubes. Shake well and pour into a salt-rimmed margarita glass. Garnish with a lime wedge and serve.,http://www.drinksmixer.com/glasses/10/
10043,Bartendr - drinks,Bartendr - drinks,10043,http://www.drinksmixer.com/drink9541.html,Le Margarita des Artistes,Pour all ingredients into a cocktail shaker without ice. Shake well to froth. Strain into a chilled and salted cocktail glass or small margarita glass and serve.,http://www.drinksmixer.com/glasses/4/
10044,Bartendr - drinks,Bartendr - drinks,10044,http://www.drinksmixer.com/drink6018.html,Purple Margarita,Serve on the rocks in a margarita glass. Add salt to taste.,http://www.drinksmixer.com/glasses/10/
10045,Bartendr - drinks,Bartendr - drinks,10045,http://www.drinksmixer.com/drink801.html,Almond Casa Noble,Shake ingredients in mixing glass with ice except almond then strain into a cocktail glass. Drop lime in glass.,http://www.drinksmixer.com/glasses/4/
10046,Bartendr - drinks,Bartendr - drinks,10046,http://www.drinksmixer.com/drink7396.html,Tangerine Margarita,Shake all ingredients with ice and strain into a chilled cocktail glass with a salted rim. Serve.,http://www.drinksmixer.com/glasses/4/
10047,Bartendr - drinks,Bartendr - drinks,10047,http://www.drinksmixer.com/drink3003.html,Cosmoquila,Shake all ingredients with ice and strain.,http://www.drinksmixer.com/glasses/12/
10048,Bartendr - drinks,Bartendr - drinks,10048,http://www.drinksmixer.com/drink7496.html,Mont Blanc,Combine all ingredients in a blender for 20 seconds. Pour into a wine glass and serve.,http://www.drinksmixer.com/glasses/20/
10049,Bartendr - drinks,Bartendr - drinks,10049,http://www.drinksmixer.com/drink6863.html,B & P,Stir over ice cubes in an old-fashioned glass and serve.,http://www.drinksmixer.com/glasses/12/
10050,Bartendr - drinks,Bartendr - drinks,10050,http://www.drinksmixer.com/drink6662.html,Great Idea,Dissolve syrup in juices add champagne and serve.,http://www.drinksmixer.com/glasses/3/
10051,Bartendr - drinks,Bartendr - drinks,10051,http://www.drinksmixer.com/drink5619.html,No Problem,Shake with ice and pour into a tall glass.,http://www.drinksmixer.com/glasses/6/
10052,Bartendr - drinks,Bartendr - drinks,10052,http://www.drinksmixer.com/drink9752.html,My Place or No Place,Pour the gin creme de cassis and Rose's lime juice into a parfait glass filled with shaven ice. Garnish with a slice of lime and serve.,http://www.drinksmixer.com/glasses/13/
10053,Bartendr - drinks,Bartendr - drinks,10053,http://www.drinksmixer.com/drink3845.html,Ginger Syllabub,1. Put the sherry sugar spices and lemon juice into a large mixing bowl and stir until well-blended. Leave to soak for at least half an hour. 2. Beat the cream until it is stiff. Fold in the chopped ginger. Chill thoroughly. 3. Before serving divide into four serving bowls and top with crumbs of crystallized ginger and a shake of nutmeg.,http://www.drinksmixer.com/glasses/0/
10054,Bartendr - drinks,Bartendr - drinks,10054,http://www.drinksmixer.com/drink8426.html,Stout and Black,Pour Ribena blackcurrant syrup or similar into a beer pilsner or beer mug. Add stout and serve.,http://www.drinksmixer.com/glasses/27/
10055,Bartendr - drinks,Bartendr - drinks,10055,http://www.drinksmixer.com/drink5013.html,White Out,Build over crushed ice in an old-fashioned glass.,http://www.drinksmixer.com/glasses/12/
10056,Bartendr - drinks,Bartendr - drinks,10056,http://www.drinksmixer.com/drink7562.html,Black Berry Chocolate,Pour Black Haus blackberry schnapps and Bailey's irish cream into a mug. Add hot chocolate and whipped cream garnish with shaved dark chocolate and serve.,http://www.drinksmixer.com/glasses/28/
10057,Bartendr - drinks,Bartendr - drinks,10057,http://www.drinksmixer.com/drink7155.html,Sixteen and a Half,Pour ingredients into an ice-filled highball glass and serve.,http://www.drinksmixer.com/glasses/8/
10058,Bartendr - drinks,Bartendr - drinks,10058,http://www.drinksmixer.com/drink9241.html,Fuzzy Nuts,Pour all ingredients into a highball glass filled with ice cubes. Stir well and serve.,http://www.drinksmixer.com/glasses/8/
10059,Bartendr - drinks,Bartendr - drinks,10059,http://www.drinksmixer.com/drink659.html,Peanut Butter and Jelly,Pour ingredients into a stainless steel shaker over ice and shake until completely cold. Strain into an old-fashioned glass and serve.,http://www.drinksmixer.com/glasses/12/
10060,Bartendr - drinks,Bartendr - drinks,10060,http://www.drinksmixer.com/drink5425.html,Monk's Martini,Mix ingredients in a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
10061,Bartendr - drinks,Bartendr - drinks,10061,http://www.drinksmixer.com/drink12218.html,Pancake,Pour the frangelico into a shot glass. Place a slice of lemon over the glass pour some sugar over the lemon then cover with a dash of Grand Marnier (so the sugar becomes sticky and partially dissolves). Drink then bite the lemon.,http://www.drinksmixer.com/glasses/18/
10062,Bartendr - drinks,Bartendr - drinks,10062,http://www.drinksmixer.com/drinkuv13655.html,Frog Nuts,Put in a cooler and shake it.,http://www.drinksmixer.com/glasses/26/
10063,Bartendr - drinks,Bartendr - drinks,10063,http://www.drinksmixer.com/drink6774.html,Hollywood Nuts,Shake and strain into an ice-filled old-fashioned glass. Add 7-up and serve.,http://www.drinksmixer.com/glasses/12/
10064,Bartendr - drinks,Bartendr - drinks,10064,http://www.drinksmixer.com/drink6599.html,Woodward Cocktail,Shake all ingredients with ice strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
10065,Bartendr - drinks,Bartendr - drinks,10065,http://www.drinksmixer.com/drink8312.html,Boyd of the Loch,Pour vermouth and Scotch into a mixing glass half-filled with ice cubes. Stir well and strain into a cocktail glass. Garnish with a twist of lemon and serve.,http://www.drinksmixer.com/glasses/4/
10066,Bartendr - drinks,Bartendr - drinks,10066,http://www.drinksmixer.com/drink5923.html,Piper At Arms,Combine the scotch and vermouth in a mixing glass half-filled with ice cubes. Stir well and strain into a cocktail glass. Garnish with a lemon twist.,http://www.drinksmixer.com/glasses/4/
10067,Bartendr - drinks,Bartendr - drinks,10067,http://www.drinksmixer.com/drink9066.html,Dirty Sock,Pour both ingredients into an old-fashioned glass stir briefly and serve.,http://www.drinksmixer.com/glasses/12/
10068,Bartendr - drinks,Bartendr - drinks,10068,http://www.drinksmixer.com/drink4734.html,L'aird Of Summer Isle,In a shaker half-filled with ice cubes combine all of the ingredients. Shake well. Strain into an old-fashioned glass almost filled with ice cubes.,http://www.drinksmixer.com/glasses/12/
10069,Bartendr - drinks,Bartendr - drinks,10069,http://www.drinksmixer.com/drink783.html,Algonquin,Combine and shake all ingredients with ice strain contents into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
10070,Bartendr - drinks,Bartendr - drinks,10070,http://www.drinksmixer.com/drink1099.html,Beadlestone Cocktail,Stir ingredients with ice strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
10071,Bartendr - drinks,Bartendr - drinks,10071,http://www.drinksmixer.com/drinkrq13183.html,Circular Incision,Shake ingredients in a cocktail shaker filled with ice. Strain into a cocktail glass and garnish with a twist of lemon.,http://www.drinksmixer.com/glasses/4/
10072,Bartendr - drinks,Bartendr - drinks,10072,http://www.drinksmixer.com/drink3443.html,Americana,Stir the whiskey the bitters and the sugar in a collins glass until the sugar is dissolved. Fill up with champagne and garnish with a slice of peach.,http://www.drinksmixer.com/glasses/6/
10073,Bartendr - drinks,Bartendr - drinks,10073,http://www.drinksmixer.com/drink6394.html,Rock and Rye Cooler,Shake vodka rock and rye and lime juice with ice. Strain into a ice filled collins glass top with lemon soda and stir gently. Garnish with a slice of lime and serve.,http://www.drinksmixer.com/glasses/6/
10074,Bartendr - drinks,Bartendr - drinks,10074,http://www.drinksmixer.com/drink738.html,The Admiral's Passion,Add the Passoa first mix the Sprite & juice separately. Add 3 cubes of ice to top it off. Serve cold.,http://www.drinksmixer.com/glasses/4/
10075,Bartendr - drinks,Bartendr - drinks,10075,http://www.drinksmixer.com/drink4903.html,Love Game,Fill a cocktail glass with crushed ice. Add batida de coco and then slowly add the passoa. Slowly add the grenadine so it goes under the batida. You should get three layers: red white red. Serve orange juice but let the customer mix it because the colors will mix.,http://www.drinksmixer.com/glasses/4/
10076,Bartendr - drinks,Bartendr - drinks,10076,http://www.drinksmixer.com/drink9863.html,Padas Passoa,Pour all ingredients into an old-fashioned glass filled with cracked ice. Stir well and serve.,http://www.drinksmixer.com/glasses/12/
10077,Bartendr - drinks,Bartendr - drinks,10077,http://www.drinksmixer.com/drink10387.html,J-Pop Idol,Pour the Alize Bleu liqueur down the side of an old-fashioned glass filled with ice cubes. Allow it to sit before adding the Gekkaikan sake. Add Sunny Delight orange juice stir and serve.,http://www.drinksmixer.com/glasses/12/
10078,Bartendr - drinks,Bartendr - drinks,10078,http://www.drinksmixer.com/drink7369.html,Lizzy Sour,Shake well with ice and strain into a martini or cocktail glass. Garnish with a lemon wheel and serve.,http://www.drinksmixer.com/glasses/4/
10079,Bartendr - drinks,Bartendr - drinks,10079,http://www.drinksmixer.com/drink316.html,Hazelnut Martini,Combine ingredients with ice in a mixing glass. Strain into a chilled cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
10080,Bartendr - drinks,Bartendr - drinks,10080,http://www.drinksmixer.com/drink8587.html,Better Than Sex,Pour the Frangelico hazelnut liqueur Haagen Dazs cream liqueur Grand Marnier and Kahlua coffee liqueur into a cocktail shaker half-filled with ice cubes. Shake well and strain into a highball glass filled with ice cubes. Float the cream on top and serve.,http://www.drinksmixer.com/glasses/8/
10081,Bartendr - drinks,Bartendr - drinks,10081,http://www.drinksmixer.com/drink654.html,Nutty Irishman #2,Pour ingredients into a stainless steel shaker over ice and shake until completely cold. Strain into an old-fashioned glass and serve.,http://www.drinksmixer.com/glasses/12/
10082,Bartendr - drinks,Bartendr - drinks,10082,http://www.drinksmixer.com/drink10885.html,Nutty Bartender,Pour the Merlot and Pinot Grigio and ginger ale (or sprite) into a mixing glass half-filled with ice cubes. Add Stolichnaya vodka Amaretto Di Saronno liqueur and Alize cognac. Shake gently. Pour into a collins glass half-filled with ice cubes. Top off with Grand Marnier orange liqueur and serve.,http://www.drinksmixer.com/glasses/6/
10083,Bartendr - drinks,Bartendr - drinks,10083,http://www.drinksmixer.com/drink8865.html,Chilly Irishman,Add all ingredients to a blender with 4 cups of crushed ice. Blend until smooth. Pour into parfait glasses garnish with clover leafs and serve.,http://www.drinksmixer.com/glasses/13/
10084,Bartendr - drinks,Bartendr - drinks,10084,http://www.drinksmixer.com/drinkvw15609.html,The Squat,Mix ingredients with ice strain into a cocktail glass. Enjoy!,http://www.drinksmixer.com/glasses/4/
10085,Bartendr - drinks,Bartendr - drinks,10085,http://www.drinksmixer.com/drink7422.html,Nutty Angel,Shake all ingredients with ice and strain into a chilled cocktail glass. Dust with nutmeg and serve.,http://www.drinksmixer.com/glasses/4/
10086,Bartendr - drinks,Bartendr - drinks,10086,http://www.drinksmixer.com/drink6060.html,Operator,Pour ingredients into an ice-filled old-fashioned glass. Add half a slice of lime.,http://www.drinksmixer.com/glasses/12/
10087,Bartendr - drinks,Bartendr - drinks,10087,http://www.drinksmixer.com/drink2063.html,Smooth Operator,Combine all ingredients except 7-Up in blender. Divide into 2 jars. Top with 7-Up stir well.,http://www.drinksmixer.com/glasses/0/
10088,Bartendr - drinks,Bartendr - drinks,10088,http://www.drinksmixer.com/drink2061.html,Smooth Sailin',Mix all ingredients in a medium-sized bowl. Freeze in small airtight containers. To serve remove from freezer and let thaw about 10 minutes. Scrape or scoop into stemmed glasses. Serve with straws if desired. Makes 14 six-ounce drinks.,http://www.drinksmixer.com/glasses/0/
10089,Bartendr - drinks,Bartendr - drinks,10089,http://www.drinksmixer.com/drink757.html,Afternoon,Build into a suiting glass with no ice. Cream on top if wanted. Served directly.,http://www.drinksmixer.com/glasses/0/
10090,Bartendr - drinks,Bartendr - drinks,10090,http://www.drinksmixer.com/drink12147.html,One Long Distance Operator,Pour the Bacardi rum Smirnoff vodka and peach schnapps over crushed ice in a collins glass. Add Sprite then cranberry juice last. Top with a slice of lime and serve.,http://www.drinksmixer.com/glasses/6/
10091,Bartendr - drinks,Bartendr - drinks,10091,http://www.drinksmixer.com/drink8276.html,Two Turtles,Pour whisky Cointreau and B & B benedictine into a mixing glass half-filled with ice cubes. Stir well and strain into a cocktail glass. Garnish with a maraschino cherry and serve.,http://www.drinksmixer.com/glasses/4/
10092,Bartendr - drinks,Bartendr - drinks,10092,http://www.drinksmixer.com/drink8263.html,Socrates,Pour all ingredients into a mixing glass half-filled with ice cubes. Stir well strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
10093,Bartendr - drinks,Bartendr - drinks,10093,http://www.drinksmixer.com/drink4107.html,Grampa Doogin,Layer Yukon Jack on the bottom of an old-fashioned glass add the blueberry then the orange juice. Top with cranberry juice.,http://www.drinksmixer.com/glasses/12/
10094,Bartendr - drinks,Bartendr - drinks,10094,http://www.drinksmixer.com/drink4998.html,Whisky Martini,Mix ingredients in a cocktail glass with chipped ice.,http://www.drinksmixer.com/glasses/4/
10095,Bartendr - drinks,Bartendr - drinks,10095,http://www.drinksmixer.com/drink12181.html,First Degree Burn,Add the Fireball whiskey to the cranberry juice in a cup. Stir and serve.,http://www.drinksmixer.com/glasses/26/
10096,Bartendr - drinks,Bartendr - drinks,10096,http://www.drinksmixer.com/drink8228.html,Gault's Gumption,Pour Canadian whisky peach schnapps and sweet vermouth into a mixing glass half-filled with ice cubes. Stir well strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
10097,Bartendr - drinks,Bartendr - drinks,10097,http://www.drinksmixer.com/drink3126.html,David Caradine,Mix in the order: cacao menthe whiskey milk. Try to keep the layers separate. Float on the back of a spoon tilt the glass and pour very gently etc. I suggest tilting the glass. When you tilt the glass you can when pouring the cream/milk rotate the glass causing the cream to swirl down through the other layers which looks good. Serve in an apertif glass.,http://www.drinksmixer.com/glasses/12/
10098,Bartendr - drinks,Bartendr - drinks,10098,http://www.drinksmixer.com/drink8245.html,Mountie,Pour whisky and bitters into a mixing glass half-filled with ice cubes. Stir well strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
10099,Bartendr - drinks,Bartendr - drinks,10099,http://www.drinksmixer.com/drink597.html,Cowboy's Comet,Pour rye whiskey over ice then add cola southern comfort and lime.,http://www.drinksmixer.com/glasses/4/
10100,Bartendr - drinks,Bartendr - drinks,10100,http://www.drinksmixer.com/drink10456.html,Branding Iron,Pour the Seagram's VO Canadian whisky into a rocks or old-fashioned glass filled with ice cubes. Add the peach schnapps stir and serve.,http://www.drinksmixer.com/glasses/12/
10101,Bartendr - drinks,Bartendr - drinks,10101,http://www.drinksmixer.com/drink8241.html,Major Bradbury,Pour whisky Grand Marnier and vermouths into a mixing glass half-filled with ice cubes. Stir well before straining into a cocktail glass for serving.,http://www.drinksmixer.com/glasses/4/
10102,Bartendr - drinks,Bartendr - drinks,10102,http://www.drinksmixer.com/drink8253.html,Quebec Cocktail,Pour Canadian whisky vermouth Amer Picon and maraschino into a mixing glass half-filled with ice cubes. Stir well strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/5/
