Result Number,Widget,Data Source,Result Row,url,name,preparation,Glass
4345,Bartendr - drinks,Bartendr - drinks,4345,http://www.drinksmixer.com/drink2233.html,Starseeker,Pour all of the ingredients into a highball glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.,http://www.drinksmixer.com/glasses/8/
4346,Bartendr - drinks,Bartendr - drinks,4346,http://www.drinksmixer.com/drinkvw15717.html,Rum Runner Mondays,Pour both rums and juice over ice and stir. Serve with pineapple wedge for garnish. For a frozen variation blend all ingredients until smooth and serve in margarita glass.,http://www.drinksmixer.com/glasses/25/
4347,Bartendr - drinks,Bartendr - drinks,4347,http://www.drinksmixer.com/drink3557.html,Florida Rum Runner,Mix in blender until ice is crushed into slushy form. Serve while frozen.,http://www.drinksmixer.com/glasses/6/
4348,Bartendr - drinks,Bartendr - drinks,4348,http://www.drinksmixer.com/drinkrq13741.html,Gilligan,Measure crushed ice into a cocktail shaker with a collins glass. Add ingredients and shake well. Pour the shaker back into the glass and garnish with a wedge of lemon.,http://www.drinksmixer.com/glasses/6/
4349,Bartendr - drinks,Bartendr - drinks,4349,http://www.drinksmixer.com/drink10698.html,Kab-z Vanilla,Pour the Bacardi Vanil rum into an old-fashioned glass half-filled with crushed ice. Add the Pepsi vanilla cola and lime juice. Stir well. Add the lemon juice and serve.,http://www.drinksmixer.com/glasses/12/
4350,Bartendr - drinks,Bartendr - drinks,4350,http://www.drinksmixer.com/drinkab16657.html,Caribbean Afterburner,WARNING: Method used below involves igniting spirits and is essential for the desired taste and unique effect. Only perform in an area free from detritus and flammable objects. So don't sit near a curtain or drape. Please. Once poured into a glass [ideally tumbler or rocks style] the spirits should be ignited and briefly poured to a second and identical empty glass set aside beforehand. Instantly extinguish the flaming spirits by putting the original glass rim to rim with the second and forming a seal. Wait 10 seconds after the spirits have been extinguished to let excess heat diminish then crack the seal slightly and inhale the lingering vapors. Immediately afterwards remove the top glass altogether and down the liquid contents in one swift movement.,http://www.drinksmixer.com/glasses/12/
4351,Bartendr - drinks,Bartendr - drinks,4351,http://www.drinksmixer.com/drinkuv15473.html,The Real Mexican Motherfucker,You'll need a pint glass with a shaker lid. Pour liquor into the glass carefully filling glass to the 2/3rds mark with Sprite. Place the shaker lid over the glass shake the glass once quickly and remove the shaker lid drinking the now mixed ingredients in one shot.,http://www.drinksmixer.com/glasses/36/
4352,Bartendr - drinks,Bartendr - drinks,4352,http://www.drinksmixer.com/drink10862.html,302,Shake all ingredients briefly together in a highball glass and serve.,http://www.drinksmixer.com/glasses/8/
4353,Bartendr - drinks,Bartendr - drinks,4353,http://www.drinksmixer.com/drink3483.html,Fiery Balls Of Death,Pour ingredients into a shot glass. Ignite pray for your life and down it.,http://www.drinksmixer.com/glasses/18/
4354,Bartendr - drinks,Bartendr - drinks,4354,http://www.drinksmixer.com/drink6314.html,The Real Windex,Shake vodka and liqueur with ice and strain into a chilled cocktail glass. Garnish with orange peel and serve.,http://www.drinksmixer.com/glasses/4/
4355,Bartendr - drinks,Bartendr - drinks,4355,http://www.drinksmixer.com/drink12168.html,Oregon Coast Crab Shock,Mix the Everclear and the rum together in a shot glass. Add the Aftershock last to give the shot a nice red color. Serve.,http://www.drinksmixer.com/glasses/18/
4356,Bartendr - drinks,Bartendr - drinks,4356,http://www.drinksmixer.com/drink11918.html,Liquid Crack #2,Stir in a shot glass and serve.,http://www.drinksmixer.com/glasses/18/
4357,Bartendr - drinks,Bartendr - drinks,4357,http://www.drinksmixer.com/drink9445.html,Danny's Favorite,Combine all ingredients in a short glass and shoot.,http://www.drinksmixer.com/glasses/12/
4358,Bartendr - drinks,Bartendr - drinks,4358,http://www.drinksmixer.com/drinkrq16621.html,Flaming A-style,The drink is comprised of half 151 and half Everclear. Its better to mix in a larger cup then pour into shot glasses usually for four.Have the lime on the side sliced and ready to go.When ready take the shot in one hand and a slice of lime in the other. Tilt your head back and pour the drink into your mouth dont swallow bite the lime and then swallow. Take a moment try not to move you'll feel it and your eyes will slowly start to water as your blood warms up. If you really feel up to it set the shot on fire and muff it out right before you pour it into your mouth. Has a great visiualization.,http://www.drinksmixer.com/glasses/18/
4359,Bartendr - drinks,Bartendr - drinks,4359,http://www.drinksmixer.com/drink3184.html,Dirtiest Ernie,Mix the three ingredients in a shot glass and slam.,http://www.drinksmixer.com/glasses/18/
4360,Bartendr - drinks,Bartendr - drinks,4360,http://www.drinksmixer.com/drink11594.html,Frozen Real Strawberry Margarita,Mix the limeade Cointreau and tequila in a mixing glass. Add 2 cups of ice to a blender and add the strawberries and tequila mixture. Blend until smooth (thin with tequila if necessary). Serve in a margarita glass.,http://www.drinksmixer.com/glasses/10/
4361,Bartendr - drinks,Bartendr - drinks,4361,http://www.drinksmixer.com/drink8974.html,Crazy Parrot,Pour all ingredients into a cocktail shaker half-filled with ice cubes. Shake well and strain into a cocktail glass. Garnish with a maraschino cherry and serve.,http://www.drinksmixer.com/glasses/4/
4362,Bartendr - drinks,Bartendr - drinks,4362,http://www.drinksmixer.com/drinkab13669.html,Frye's Crazy Lime,Add Sour Apple Pucker and Triple Sec to a cocktail glass. Add lime or lemon-lime Kool-aid. Stir and serve. Ice optional.,http://www.drinksmixer.com/glasses/4/
4363,Bartendr - drinks,Bartendr - drinks,4363,http://www.drinksmixer.com/drink3032.html,Crazy Monkey,Combine all ingredients in a blender or Island Oasis machine. Blend and serve in a hurricane glass. Top with whip cream and garnish with a strawberry and orange.,http://www.drinksmixer.com/glasses/9/
4364,Bartendr - drinks,Bartendr - drinks,4364,http://www.drinksmixer.com/drink6515.html,Van Vleet,Shake ingredients with ice strain into an old-fashioned glass over ice cubes and serve.,http://www.drinksmixer.com/glasses/12/
4365,Bartendr - drinks,Bartendr - drinks,4365,http://www.drinksmixer.com/drink8971.html,Crazy Finn,Pour all ingredients into a highball glass filled. Stir well. Garnish with a maraschino cherry and serve.,http://www.drinksmixer.com/glasses/8/
4366,Bartendr - drinks,Bartendr - drinks,4366,http://www.drinksmixer.com/drinkab16099.html,Watermelon Shirley Temple,Place all ingredients in a mixer. Mix then strain and pour over crushed ice into glass. Serves 1.,http://www.drinksmixer.com/glasses/9/
4367,Bartendr - drinks,Bartendr - drinks,4367,http://www.drinksmixer.com/drink3031.html,Crazy Cow,Place all ingredients into a blender jar. Cover and whiz on medium speed until well blended. Pour into a collins glass and serve.,http://www.drinksmixer.com/glasses/6/
4368,Bartendr - drinks,Bartendr - drinks,4368,http://www.drinksmixer.com/drink8973.html,Crazy Orgasm,Pour all ingredients into a collins glass filled with ice cubes. Stir well and serve.,http://www.drinksmixer.com/glasses/6/
4369,Bartendr - drinks,Bartendr - drinks,4369,http://www.drinksmixer.com/drink3735.html,Gailwarning,Pour vodka over ice in a collins glass. Add sprite and top with lemon juice. Garnish with a lemon slice.,http://www.drinksmixer.com/glasses/6/
4370,Bartendr - drinks,Bartendr - drinks,4370,http://www.drinksmixer.com/drinkuv14366.html,Lovegoat's Crazy Hawaiian Punch,Add triple sec to highball glass. Fill with Sprite Remix and Pineapple Juice. Stir.,http://www.drinksmixer.com/glasses/12/
4371,Bartendr - drinks,Bartendr - drinks,4371,http://www.drinksmixer.com/drink237.html,Crazy Janie,Pour orange vodka into a deep stemmed glass with ice. Fill with grapefruit juice add sprite or champagne and stir gently. Spin the glass and drizzle in a few drops of grenadine to make a spiral effect. Garnish with a slice of lemon on the rim of the glass.,http://www.drinksmixer.com/glasses/16/
4372,Bartendr - drinks,Bartendr - drinks,4372,http://www.drinksmixer.com/drinkuv13277.html,Crazy Jew,Fill your nice cold beer mug with ice. Mix all liquors then add juices. Shake it up and serve it to your best customers when they ask for something new strong and sweet!,http://www.drinksmixer.com/glasses/1/
4373,Bartendr - drinks,Bartendr - drinks,4373,http://www.drinksmixer.com/drinkvw13278.html,Crazy Monkey,Blend ingredients in a bar blender and pour into a hurricane glass. Top with whipped cream and garnish with a slice of orange and a fresh strawberry.,http://www.drinksmixer.com/glasses/9/
4374,Bartendr - drinks,Bartendr - drinks,4374,http://www.drinksmixer.com/drink10516.html,Crazy Cocktail,Combine all ingredients together in a collins glass filled with ice cubes. Stir well and serve.,http://www.drinksmixer.com/glasses/6/
4375,Bartendr - drinks,Bartendr - drinks,4375,http://www.drinksmixer.com/drink11433.html,Crazy Juice,Shake ingredients in a cocktail shaker. Serve on ice.,http://www.drinksmixer.com/glasses/4/
4376,Bartendr - drinks,Bartendr - drinks,4376,http://www.drinksmixer.com/drink7318.html,Devil's Torch,Shake with ice and strain into a chilled cocktail glass. Garnish with lemon peel and serve.,http://www.drinksmixer.com/glasses/4/
4377,Bartendr - drinks,Bartendr - drinks,4377,http://www.drinksmixer.com/drink7709.html,Flaming Jew,Mix ingredients together in a beer mug. Ignite and serve.,http://www.drinksmixer.com/glasses/1/
4378,Bartendr - drinks,Bartendr - drinks,4378,http://www.drinksmixer.com/drink2392.html,Thunder And Lighting,Mix in shaker and serve.,http://www.drinksmixer.com/glasses/18/
4379,Bartendr - drinks,Bartendr - drinks,4379,http://www.drinksmixer.com/drink4662.html,Keremiki,Mix and shoot.,http://www.drinksmixer.com/glasses/0/
4380,Bartendr - drinks,Bartendr - drinks,4380,http://www.drinksmixer.com/drink2177.html,Sparkplug,Pour Bacardi 151 in the shot glass first then pour Rumplminze on top do not mix.,http://www.drinksmixer.com/glasses/18/
4381,Bartendr - drinks,Bartendr - drinks,4381,http://www.drinksmixer.com/drink9940.html,Atomic Plum,Add all ingredients (except 151 rum) to a cocktail shaker filled with ice cubes and shake vigorously for 15-20 seconds. Pour into a large shot glass splash with 151 rum and shoot.,http://www.drinksmixer.com/glasses/18/
4382,Bartendr - drinks,Bartendr - drinks,4382,http://www.drinksmixer.com/drink9057.html,Devil's Tail,Pour all ingredients into a blender with half a cup of crushed ice. Blend until smooth. Pour into a champagne flute or 6-oz glass and serve.,http://www.drinksmixer.com/glasses/3/
4383,Bartendr - drinks,Bartendr - drinks,4383,http://www.drinksmixer.com/drink752.html,Afterburner,Pour both ingredients and let them mix somewhat. (You can stir it to help it out),http://www.drinksmixer.com/glasses/18/
4384,Bartendr - drinks,Bartendr - drinks,4384,http://www.drinksmixer.com/drink11095.html,250,Stir together in a shot glass and serve.,http://www.drinksmixer.com/glasses/18/
4385,Bartendr - drinks,Bartendr - drinks,4385,http://www.drinksmixer.com/drink3257.html,Dragon's Breath,Pour in firewater float bacardi 151 proof rum on top and ignite.,http://www.drinksmixer.com/glasses/18/
4386,Bartendr - drinks,Bartendr - drinks,4386,http://www.drinksmixer.com/drink3502.html,Fireball Shooter,Mix the schnapps rum and tabasco in a shooter glass. Stir briefly.,http://www.drinksmixer.com/glasses/18/
4387,Bartendr - drinks,Bartendr - drinks,4387,http://www.drinksmixer.com/drink1010.html,Bailey's Comet #2,Layer in order given splash 151 on top light on fire and sprinkle cinnamon on top to produce sparks instead of just a flame.,http://www.drinksmixer.com/glasses/18/
4388,Bartendr - drinks,Bartendr - drinks,4388,http://www.drinksmixer.com/drink7793.html,Jerry's Mom #2,Pour Bacardi 151 rum into a parfait glass and top with a large scoop of ice cream.,http://www.drinksmixer.com/glasses/13/
4389,Bartendr - drinks,Bartendr - drinks,4389,http://www.drinksmixer.com/drink10913.html,Oatmeal Cookie Rummy,Add all ingredients to a cocktail shaker. Shake and strain into shot glasses and serve.,http://www.drinksmixer.com/glasses/18/
4390,Bartendr - drinks,Bartendr - drinks,4390,http://www.drinksmixer.com/drink2258.html,Stormcloud,Build in shot glass. Float Bailey's in amaretto and top with 151. The Bailey's should float in the middle.,http://www.drinksmixer.com/glasses/18/
4391,Bartendr - drinks,Bartendr - drinks,4391,http://www.drinksmixer.com/drink11125.html,Afterburn,Pour the Jagermeister and Malibu coconut rum into a 2-oz shot glass then pour a little Bailey's Irish Cream around the edge so you get tendrils into the mixture. Float a bit of 151 on the top and light. Blow out after a couple of seconds & shoot. Goes down smooth then the 151 burn hits - hence the name Afterburn.,http://www.drinksmixer.com/glasses/18/
4392,Bartendr - drinks,Bartendr - drinks,4392,http://www.drinksmixer.com/drink7670.html,Cuban Assassin,Pour Bacardi 151 rum into a shot glass. Add chartreuse then 5 or 6 dashes of tabasco sauce and serve.,http://www.drinksmixer.com/glasses/18/
4393,Bartendr - drinks,Bartendr - drinks,4393,http://www.drinksmixer.com/drink10825.html,Napalm Bomb,Stir ingredients together in a double-shot glass and shoot.,http://www.drinksmixer.com/glasses/18/
4394,Bartendr - drinks,Bartendr - drinks,4394,http://www.drinksmixer.com/drink3165.html,Devil's Piss,Using a large glass of water add lemonade concentrate to taste (best to make it a little stronger than usual). Add the shots of everclear and mix well.,http://www.drinksmixer.com/glasses/6/
4395,Bartendr - drinks,Bartendr - drinks,4395,http://www.drinksmixer.com/drink1481.html,Boston Burn-Out,In a LARGE shot glass (or small juice glass) add Rootbeer Schnapps Amaretto Butterscotch Schnapps and Bacardi 151 dark. Top off with Bailey's Irish Cream. Add 4 to 6 drops (or more for the daring) of Tabasco on top. Slam do not sip!,http://www.drinksmixer.com/glasses/18/
4396,Bartendr - drinks,Bartendr - drinks,4396,http://www.drinksmixer.com/drink10366.html,Devil's Breath,Layer the limoncello Campari bitters and vodka in that order into a shot glass. Flame the vodka drop in a straw and serve.,http://www.drinksmixer.com/glasses/18/
4397,Bartendr - drinks,Bartendr - drinks,4397,http://www.drinksmixer.com/drink1751.html,Satan's Piss,Pour rum into shot glass. Add tabasco to the top. Serve room temperature.,http://www.drinksmixer.com/glasses/18/
4398,Bartendr - drinks,Bartendr - drinks,4398,http://www.drinksmixer.com/drink977.html,Firestorm,Pour ingredients into a stainless steel shaker over ice and shake until completely cold. Strain into an old-fashioned glass and serve.,http://www.drinksmixer.com/glasses/12/
4399,Bartendr - drinks,Bartendr - drinks,4399,http://www.drinksmixer.com/drink248.html,Devil's Advocate,Combine all ingredients in a shaker. Shake well strain over ice cubes in a glass and serve.,http://www.drinksmixer.com/glasses/12/
4400,Bartendr - drinks,Bartendr - drinks,4400,http://www.drinksmixer.com/drink3526.html,Flaming Dragon,Mix together. Light on fire. Let the flames warm the concoction for about 20 secs. Blow out fire (optional). Swallow quickly (take care).,http://www.drinksmixer.com/glasses/0/
4401,Bartendr - drinks,Bartendr - drinks,4401,http://www.drinksmixer.com/drink11098.html,358 Magnum,Shake ingredients together over ice in a cocktail shaker; strain into a shot glass and serve.,http://www.drinksmixer.com/glasses/18/
4402,Bartendr - drinks,Bartendr - drinks,4402,http://www.drinksmixer.com/drink2375.html,Thorazine,Add all three ingredients in order to a shot glass. Best served with top layer on fire. (For effect only),http://www.drinksmixer.com/glasses/18/
4403,Bartendr - drinks,Bartendr - drinks,4403,http://www.drinksmixer.com/drink9055.html,Devil's Delight,Pour all ingredients into a cocktail shaker half-filled with ice cubes. Shake well strain into a highball glass filled with ice cubes and serve.,http://www.drinksmixer.com/glasses/8/
4404,Bartendr - drinks,Bartendr - drinks,4404,http://www.drinksmixer.com/drink9976.html,Fire and Ice,Pour both ingredients into a shot glass in equal parts and serve.,http://www.drinksmixer.com/glasses/18/
4405,Bartendr - drinks,Bartendr - drinks,4405,http://www.drinksmixer.com/drink10138.html,Devil's Blood,Mix everything in a large bowl with lots of ice. Serve into punch cups or glasses and drink through straws.,http://www.drinksmixer.com/glasses/15/
4406,Bartendr - drinks,Bartendr - drinks,4406,http://www.drinksmixer.com/drink2223.html,Stabilizer,Chill the Rumple Minze until very cold. Then pour over the 151 in a shot glass. They will not layer so don't try it. Then drink the shot quickly don't waste time smelling the shot or sipping it just drink it. Then sit back and enjoy!,http://www.drinksmixer.com/glasses/18/
4407,Bartendr - drinks,Bartendr - drinks,4407,http://www.drinksmixer.com/drink621.html,Devil's Cocktail,Pour ingredients into a mixing glass filled with ice. Stir. Strain into a cocktail glass.,http://www.drinksmixer.com/glasses/4/
4408,Bartendr - drinks,Bartendr - drinks,4408,http://www.drinksmixer.com/drink5655.html,Oatmeal Raisin Cookie,Combine ingredients in equal parts in a shot glass.,http://www.drinksmixer.com/glasses/18/
4409,Bartendr - drinks,Bartendr - drinks,4409,http://www.drinksmixer.com/drink3998.html,Green Motherfucker,Pour each ingredient into a shot glass.,http://www.drinksmixer.com/glasses/18/
4410,Bartendr - drinks,Bartendr - drinks,4410,http://www.drinksmixer.com/drink10864.html,Asia 9.0,Combine all ingredients together in a cocktail shaker half-filled with ice cubes. Shake well strain into shot glasses and serve.,http://www.drinksmixer.com/glasses/18/
4411,Bartendr - drinks,Bartendr - drinks,4411,http://www.drinksmixer.com/drink11097.html,352 Shot,Stir ingredients together in a shot glass and serve.,http://www.drinksmixer.com/glasses/18/
4412,Bartendr - drinks,Bartendr - drinks,4412,http://www.drinksmixer.com/drink2351.html,Terminator,151 first then Rumple Minze.,http://www.drinksmixer.com/glasses/18/
4413,Bartendr - drinks,Bartendr - drinks,4413,http://www.drinksmixer.com/drink536.html,Buffalo Sweat,Pour 151 proof rum and tabasco sauce into a stainless shaker over ice shake until completely cold and strain into an old-fashioned glass. Pour a 1/4 cup of orange juice over the bar clean up with the bar rag then squeeze 1 oz. out of bar rag into the drink. Serve to your nastiest customer.,http://www.drinksmixer.com/glasses/12/
4414,Bartendr - drinks,Bartendr - drinks,4414,http://www.drinksmixer.com/drink1273.html,Black Bitch,Layer Bailey's irish cream over black sambuca. Top with bacardi 151 rum.,http://www.drinksmixer.com/glasses/18/
4415,Bartendr - drinks,Bartendr - drinks,4415,http://www.drinksmixer.com/drink9970.html,Dr. Pepper Flame,Pour the Amaretto almond liqueur into a shot glass leaving at least a quarter-inch of space at the top. Slowly pour the Bacardi 151 rum on top. Have a full cup or glass of Dr. Pepper ready. Ignite the 151 rum in the shot glass and drop the flaming shot glass into the Dr. Pepper. Drink immediately.,http://www.drinksmixer.com/glasses/18/
4416,Bartendr - drinks,Bartendr - drinks,4416,http://www.drinksmixer.com/drink9113.html,Egg Crusher,Shake all ingredients with ice cubes in a cocktail shaker. Strain into a large brandy snifter dust with nutmeg and serve.,http://www.drinksmixer.com/glasses/2/
4417,Bartendr - drinks,Bartendr - drinks,4417,http://www.drinksmixer.com/drink9698.html,Mississippi Mud,Combine the Southern Comfort coffee liqueur and ice cream in a blender. Blend until smooth and pour into a cocktail glass. Garnish with chocolate shavings and serve.,http://www.drinksmixer.com/glasses/4/
4418,Bartendr - drinks,Bartendr - drinks,4418,http://www.drinksmixer.com/drink4045.html,Gumball Hummer,Combine ingredients in equal parts over ice in a cocktail shaker. Shake strain and serve.,http://www.drinksmixer.com/glasses/18/
4419,Bartendr - drinks,Bartendr - drinks,4419,http://www.drinksmixer.com/drink4901.html,Louie Louie,Stir and serve in a cocktail glass.,http://www.drinksmixer.com/glasses/4/
4420,Bartendr - drinks,Bartendr - drinks,4420,http://www.drinksmixer.com/drink7250.html,Southern Mint Julep,Pour into a collins glass and fill with crushed ice. Mix gently and serve.,http://www.drinksmixer.com/glasses/6/
4421,Bartendr - drinks,Bartendr - drinks,4421,http://www.drinksmixer.com/drink7222.html,Southern Ginger,Crush the mint gently in a highball glass. Fill with broken ice add remaining ingredients and mix gently. Add straws and serve.,http://www.drinksmixer.com/glasses/8/
4422,Bartendr - drinks,Bartendr - drinks,4422,http://www.drinksmixer.com/drink2131.html,Southern Belle,Pour the brandy into a pousse cafe glass. Tilt the glass to a 45-degree angle and slowly pour the creme de cacao down the side of the glass so that it floats on the brandy. Repeat this precedure with the Benedictine.,http://www.drinksmixer.com/glasses/14/
4423,Bartendr - drinks,Bartendr - drinks,4423,http://www.drinksmixer.com/drink2146.html,Southern Doctor,Pour Southern Comfort in mason jar fill with Dr. Pepper chill with ice and throw a party!,http://www.drinksmixer.com/glasses/11/
4424,Bartendr - drinks,Bartendr - drinks,4424,http://www.drinksmixer.com/drink2152.html,Southern Hospitality,Add all ingredients into a sauce pan. Warm mixture on stove until all flavors have steeped together (about 5 min.). Do not let it boil. Remove cinnamon sticks. Serve while still hot.,http://www.drinksmixer.com/glasses/22/
4425,Bartendr - drinks,Bartendr - drinks,4425,http://www.drinksmixer.com/drink12239.html,Passionate Affair,Add the vodka and strawberry schnapps to a highball glass filled with ice cubes. Use equal parts of cranberry and orange juice to fill the glass. Serve with a straw.,http://www.drinksmixer.com/glasses/8/
4426,Bartendr - drinks,Bartendr - drinks,4426,http://www.drinksmixer.com/drink9550.html,Leviathan,Pour all ingredients into a cocktail shaker half-filled with ice cubes. Shake well strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
4427,Bartendr - drinks,Bartendr - drinks,4427,http://www.drinksmixer.com/drink11673.html,Hale Bopp,Add ingredients to a cocktail shaker half-filled with ice cubes. Shake well strain into an old-fashioned glass. Run a slice of lime around lip of glass sugared rim optional. Garnish with lime or lemon wedge and stemless cherry. Amount of lime juice can be varied by taste. Serve.,http://www.drinksmixer.com/glasses/12/
4428,Bartendr - drinks,Bartendr - drinks,4428,http://www.drinksmixer.com/drink9521.html,Kiss Off,Pour all ingredients into a cocktail shaker half-filled with ice cubes. Shake well strain into a highball glass and serve.,http://www.drinksmixer.com/glasses/8/
4429,Bartendr - drinks,Bartendr - drinks,4429,http://www.drinksmixer.com/drink7223.html,Strawberry Kiss,Blend briefly with half a glassful of crushed ice in a wine goblet. Garnish with half a caster sugar-coated strawberry and serve.,http://www.drinksmixer.com/glasses/24/
4430,Bartendr - drinks,Bartendr - drinks,4430,http://www.drinksmixer.com/drink8721.html,Brandy-O,Pour over ice cubes in a cocktail glass. Garnish with a slice of orange. Add a stirrer and serve.,http://www.drinksmixer.com/glasses/4/
4431,Bartendr - drinks,Bartendr - drinks,4431,http://www.drinksmixer.com/drinkvw16383.html,Crow's Nest (Virgin),Mix and serve.,http://www.drinksmixer.com/glasses/10/
4432,Bartendr - drinks,Bartendr - drinks,4432,http://www.drinksmixer.com/drink6860.html,April Shower,Shake over ice in a shaker. Strain into a chilled cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
4433,Bartendr - drinks,Bartendr - drinks,4433,http://www.drinksmixer.com/drink4088.html,Godiva Peppermint Kiss,Stir over ice in a rocks glass. Garnish with a sprig of mint.,http://www.drinksmixer.com/glasses/12/
4434,Bartendr - drinks,Bartendr - drinks,4434,http://www.drinksmixer.com/drink1882.html,Sex on the Grass,Shake all except orange juice with ice. Pour into a hiball glass filled with ice. Fill with orange juice.,http://www.drinksmixer.com/glasses/8/
4435,Bartendr - drinks,Bartendr - drinks,4435,http://www.drinksmixer.com/drink105.html,A Southern Screw,Pour over ice stir and serve.,http://www.drinksmixer.com/glasses/6/
4436,Bartendr - drinks,Bartendr - drinks,4436,http://www.drinksmixer.com/drink1867.html,Sex On My Face,Mix in tall glass w/ice.,http://www.drinksmixer.com/glasses/6/
4437,Bartendr - drinks,Bartendr - drinks,4437,http://www.drinksmixer.com/drink10.html,57 Chevy,Add ingredients to a cocktail shaker half-filled with ice cubes. Shake and strain into a cocktail glass. Fill with pineapple juice and serve.,http://www.drinksmixer.com/glasses/4/
4438,Bartendr - drinks,Bartendr - drinks,4438,http://www.drinksmixer.com/drink2606.html,Unknown Warrior,Blend vodka and cointreau in a shotglass. Set the drink on fire with a match. Put the piece of sugar on a fork and hold it over the flame from the drink and let it melt down into the glass. When the sugar has melted use the palm of your hand to put out the flame.,http://www.drinksmixer.com/glasses/18/
4439,Bartendr - drinks,Bartendr - drinks,4439,http://www.drinksmixer.com/drink5837.html,Petite Fleur,Shake and strain into a cocktail glass.,http://www.drinksmixer.com/glasses/4/
4440,Bartendr - drinks,Bartendr - drinks,4440,http://www.drinksmixer.com/drink9419.html,Julius Special,Pour all ingredients into a cocktail shaker half-filled with ice cubes. Strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
4441,Bartendr - drinks,Bartendr - drinks,4441,http://www.drinksmixer.com/drink9371.html,Jackie O's Rose,Pour the rum lime juice and Cointreau into a cocktail shaker half-filled with ice cubes. Shake well and strain into a cocktail glass. Add sugar to taste stir to dissolve and serve.,http://www.drinksmixer.com/glasses/4/
4442,Bartendr - drinks,Bartendr - drinks,4442,http://www.drinksmixer.com/drink12009.html,Ultimate Margarita #2,Combine ingredients in a shaker and shake. Serve in salted (optional) margarita glasses.,http://www.drinksmixer.com/glasses/10/
4443,Bartendr - drinks,Bartendr - drinks,4443,http://www.drinksmixer.com/drink3615.html,French Sailor,Mix warm cointreau and vodka into a tumbler with a cube of sugar. Stir until sugar is dissolved.,http://www.drinksmixer.com/glasses/12/
4444,Bartendr - drinks,Bartendr - drinks,4444,http://www.drinksmixer.com/drink10345.html,Balalika,Add ingredients to a cocktail shaker half-filled with ice cubes and shake well. Strain into a martini or cocktail glass add a slice of lime peel and serve.,http://www.drinksmixer.com/glasses/4/
4445,Bartendr - drinks,Bartendr - drinks,4445,http://www.drinksmixer.com/drink10277.html,Blond Headed Slut,Chill and serve.,http://www.drinksmixer.com/glasses/18/
4446,Bartendr - drinks,Bartendr - drinks,4446,http://www.drinksmixer.com/drink7282.html,Brassy Blond,Shake well strain into a chilled cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
4447,Bartendr - drinks,Bartendr - drinks,4447,http://www.drinksmixer.com/drink762.html,Agua de Valencia,Put all ingredients in a pitcher. The Cava can be very cold.,http://www.drinksmixer.com/glasses/4/
4448,Bartendr - drinks,Bartendr - drinks,4448,http://www.drinksmixer.com/drink7392.html,Bloody Margarita,Shake with ice strain into a chilled cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
4449,Bartendr - drinks,Bartendr - drinks,4449,http://www.drinksmixer.com/drink7187.html,Rose of the Ritz,Blend all ingredients (except champagne) well in a blender and pour into a wine glass. Add champagne and serve.,http://www.drinksmixer.com/glasses/20/
4450,Bartendr - drinks,Bartendr - drinks,4450,http://www.drinksmixer.com/drink9093.html,Drink of the Gods,Pour all ingredients into an old-fashioned glass. Stir and serve.,http://www.drinksmixer.com/glasses/12/
4451,Bartendr - drinks,Bartendr - drinks,4451,http://www.drinksmixer.com/drink1257.html,Bite of the Iguana,Mix ingredients and shake. Strain and pour into shot glass. Share with a friend.,http://www.drinksmixer.com/glasses/18/
4452,Bartendr - drinks,Bartendr - drinks,4452,http://www.drinksmixer.com/drink7766.html,Hobble Gobble,Pour Wild Turkey into a shot glass. Add Bacardi 151 proof rum stir briefly and serve.,http://www.drinksmixer.com/glasses/18/
4453,Bartendr - drinks,Bartendr - drinks,4453,http://www.drinksmixer.com/drink10075.html,Buffalo Chip,Pour both ingredients into a shot glass and shoot.,http://www.drinksmixer.com/glasses/18/
4454,Bartendr - drinks,Bartendr - drinks,4454,http://www.drinksmixer.com/drink9259.html,Hair of the Dog,Pour the Tabasco sauce tequila and whiskey into a shot glass. Lay the salt on top and serve.,http://www.drinksmixer.com/glasses/18/
4455,Bartendr - drinks,Bartendr - drinks,4455,http://www.drinksmixer.com/drink10705.html,Kickin' Chicken,Pour equal parts of each ingredient into a shot glass and shoot.,http://www.drinksmixer.com/glasses/18/
4456,Bartendr - drinks,Bartendr - drinks,4456,http://www.drinksmixer.com/drink11107.html,A Crow Left of the Murder,Add all ingredients to a cocktail shaker half-filled with ice cubes. Shake well strain into a highball glass filled with ice cubes and serve with a straw.,http://www.drinksmixer.com/glasses/8/
4457,Bartendr - drinks,Bartendr - drinks,4457,http://www.drinksmixer.com/drinkvw16815.html,Cold War,In a chilled shot glass add Stolichnaya Vodka 100 Proof. Then add Bacardi 151 Rum & Wild Turkey 100 Proof at the same time & allow them to settle.,http://www.drinksmixer.com/glasses/18/
4458,Bartendr - drinks,Bartendr - drinks,4458,http://www.drinksmixer.com/drink3663.html,Fruit of the Loom,Pour ingredients over ice cubes in shaker glass. Shake well and strain into shot glass.,http://www.drinksmixer.com/glasses/18/
